"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-11020229","278","278","2860 S Ocean Boulevard 217","2","0","2025-06-18","2024-09-12","895000.00","E","","50434423030002170","","","1578.00","1578.00","","","1971","2023","","Yes","","Complete","","Fully furnished and turnkey! Experience luxury living with this stunning 3-bedroom, 2-bathroom waterfront condo. This floor plan features 1578 sq. feet with attention to detail throughout. Designer gut renovations with high end finishes, exotic quartzite stone counter tops, imported tile floor, smart appliances with washer/dryer in the unit. Impact doors and windows throughout. Custom blinds that allow different levels of lighting at different times of the day. Large master bedroom with a look at the intracoastal. Master features a custom walk-in closet with a spacious bathroom. Enjoy your morning coffee on the balcony and enjoy the breeze with the impact sliders that open from both sides. Additional slider off the kitchen that offers additional natural light.","5004","","0.00","Yes","LA PALMA CONDO","","33480","2.00","Palm Beach","N","","M","","No","La Palma Cond Unit 217","","FL","2860","2023","5846.00","3","6.00","91","91.00","1075000.00","2.00","217","CD","26.616874","-80.039435","1612.67","Yes","Yes","L","2025-06-18","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","N","La Palma Condo","Ryan Straub","Spotlight Real Estate Group LLC (276691872)","","",""
"RX-11053576","155","155","455 Australian Avenue 3e","2","0","2025-06-18","2025-01-14","2200000.00","S","","50434327650003050","","","1044.00","1204.00","","","1949","","","Yes","","Complete","","Marvelous, sun filled 2/2 bath corner unit, with southern exposure. Impact hurricane windows throughout, with fabulous Marina/Intra-coastal views Boutique, quaint building offers 24-hour doorman. Located in the heart of Palm Beach, walking distance of Worth Ave., and significantly more!","5002","","2.00","","LAKE DRIVE CO-OP APTS INC","","33480","2.00","Palm Beach","","","M","22629.00","No","LAKE DRIVE CO-OP APTS INC APT 3-E","","FL","455","2024","21191.10","2","4.00","","","2385000.00","3.00","3e","CD","26.703658","-80.043206","2109.10","Yes","No","L","2025-06-18","","","Yes","","","","","","","Yes","","","","","Yes","","","Yes","","N","","Claudia Minervini","The Corcoran Group (404289)","","",""
"RX-11068557","106","106","235 Sunrise Avenue 3247","1","0","2025-06-19","2025-03-05","485000.00","S","","50434315280003247","","","372.00","372.00","","","1925","","","Yes","","Complete","","Luxury living at the legendary Palm Beach Hotel!!  Step into coastal elegance with a pool view and peace of mind and hurricane rated windows. Even better, all assessments are paid in full. Phase I & phase II are paid in full with a target date of summer 2025. (lobby & hallways). Hoa fees will remain stable through 2026. Insurance decreased 17.5% in 2025. Just one block from the ocean. Hotel owners met with unanimous approval in a 2/2025 meet & greet with an elite  PB design group with hotel experience. Start date should commence summer of 2025. This historic 1925 jewel will once again be the toast of our beloved Palm Beach Island experience.","5002","","0.00","Yes","PALM BEACH HOTEL COND DECL 2-12-81","","33480","1.00","Palm Beach","N","Forest Hill Comm","M","","No","PALM BEACH HOTEL COND UNIT 3247-A & 3247-B","","FL","235","2024","4153.63","1","4.00","192","","485000.00","3.00","3247","CH","26.720494","-80.039204","1142.39","No","No","L","2025-06-19","","Yes","Yes","","Yes","","","","","Yes","Yes","","","","","","","","","N","PALM BEACH HOTEL","Steven Burns","Compass Florida LLC (273007303)","","",""
"RX-11053072","155","155","2560 S Ocean Boulevard 206","2","0","2025-06-19","2025-01-15","549900.00","E","","50434423200002060","","","1164.00","1164.00","","","1970","","","Yes","","Complete","","Rarely Available building, ocean access, prime South Palm Beach Location on the Intracoastal Waterway. Great 2 Bed/2 bath condo with Intracoastal views & ocean access; updated bathrooms, stack washer &d dryer, impact glass doors & windows.  Can be rented maximum of 3 times a year, 30 day minimum rental term.  Recently renovated pool area directly on the Intracoastal, fitness center, keyed lobby, large balcony, two assigned parking spaces, two pets allowed, 30 lb weight limit, dog or cats (no aggressive breed).   Spacious living/dining area, large walk-in closets.  Close to Palm Beach, three par golf, and fine dining and shopping.  Water, sewer, trash & exterior bldg insurance included in mtc. fee.","5004","","0.00","","SOUTH OCEAN BOULEVARD CONDOMINIUM","","33480","2.00","Palm Beach","","","M","","No","2560 SOUTH OCEAN BOULEVARD CONDOMINIUM UNIT 206","","FL","2560","2024","3895.00","2","5.00","","","595000.00","2.00","206","CD","26.627444","-80.039478","760.64","No","Yes","L","2025-06-19","","Yes","","Yes","Yes","","","","","","","","","","","","","","","N","","Renee Story Jones","Nicklaus Vance (303575)","","",""
"AX-11780808","54","54","14387 Temple Boulevard","3","","2025-06-19","2025-04-26","849999.00","NW","","00414220000006300","","","2324.00","3306.00","","","1998","","","","","","","WELLCOME TO YOUR BEAUTIFUL HOUSE! 3,306 total SQ FT ?**NEW ROOF ?*****paved road RARE FIND ?** 3 BEDROOM 3 BATHROOM POOLHOME** ? NO HOA** ?1.19 ACRES ?*** A SERENE OASIS NESTLED IN THEHEART OF NORTH LOXAHATCHEE, FLORIDA. THIS IS EXCEPTIONAL PROPERTY, MAKING IT PERFECT FOR FAMILIES AND THOSE SEEKING A PEACEFUL RETREAT ***AS YOU ENTER YOU ARE GREETED BY AN OPEN - CONCEPT LIVING AREA FILLED WITH NATURAL LIGHT ,FEATURING ELEGANT FINISHES AND A COZY AMBIANCE ** THE NEW GOURMET KITCHEN IS A CHEF'S DREAM,COMPLETE WITH STAINLESS STEEL APPLIANCES, AMPLE COUNTER SPACE , HUGE ISLAND , BREAKFAST BAR THATFLOWS SEAMLESSLY INTO THE DINING AREA ***.","5540","","1.00","","Acreage & Unrec","","33470","3.00","Palm Beach","","","N","51836.00","Yes","20-42-41~ S 249 FT OF W 209 FTOF E 2150 FT OF SEC IN OR2427 P1658","","FL","14387","2024","9870.00","3","1.00","","","899950.00","","","SF","26.795668","-80.267507","","","No","L","2025-06-19","","","","","","","","","","","","","","","","Yes","","","","","","Alfonso Ruiz","Beachfront Realty Inc (SEFROBR01)","","",""
"RX-11088912","46","46","1460 N Ocean Boulevard","6","1","2025-06-23","2025-05-08","13200000.00","N","","50434234070000050","","","4074.00","5573.00","","","1997","","","Yes","","Complete","","Just three homes from the beach with private deeded beach access, 1460 N Ocean Blvd offers refined Palm Beach living. This 4-bedroom, 6.5-bath estate features a dramatic two-story living room with a stone fireplace, formal dining, a library, and a chef's kitchen. The first-floor primary suite includes a fireplace, two ensuite baths, and walk-in closets. Upstairs, find three additional en-suite bedrooms and an exercise room. Outdoors, enjoy a marble-decked pool, cabana bath, and full impact glass throughout. Schedule your private tour of this sophisticated coastal retreat today.","5001","","2.00","","ESPLANADE ESTATES","","33480","6.10","Palm Beach","","","N","12015.00","Yes","ESPLANADE ESTATES LT 5","","FL","1460","2024","80375.90","4","2.00","","","13200000.00","","","SF","26.764744","-80.038849","","No","No","L","2025-06-23","","","","","","","","","","","","","","","","","","","Yes","N","","Elizabeth DeWoody","Compass Florida LLC (273007303)","","",""
"RX-10990299","396","396","2295 S Ocean Boulevard 515","2","0","2025-06-23","2024-05-23","1195000.00","W","","50434414040005150","","","1559.00","1559.00","","","1969","","","Yes","","Complete","","A true gem for the discerning buyer! This chic, exquisitely renovated 2 bedroom 2 bath  residence, filled with natural light and with beautiful Intracoastal views is a rare find.   Beautiful light wood floors showcase an open and warm feeling throughout. The primary suite features a spacious, custom designed walk-in closet and marble bathroom and shower. The guest  bedroom is generously proportioned, and the guest bathroom and shower, also in marble, accommodates a washer/dryer hidden behind pocket doors. Custom cabinetry and Thermador appliances make this kitchen a chef's dream. Enjoy the incredible sunsets over the Intracoastal  from your West facing balcony.","5004","","1.00","","Harbour House","","33480","2.00","Palm Beach","N","","M","271297.00","No","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD CORP APT 515","","FL","2295","2023","7850.01","2","9.00","192","192.00","1195000.00","5.00","515","CD","26.636547","-80.038258","1904.00","No","Yes","L","2025-06-23","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","Yes","","","","","","N","","Wendy Bowes","The Corcoran Group (404289)","","",""
"RX-11044102","193","193","2840 S Ocean Boulevard 2150","1","0","2025-06-30","2024-12-11","199000.00","E","","50434423150002150","","","724.00","784.00","2025-05-15","","1968","","","Yes","","","","One bedroom coop condo residence located in the Royal Saxon, an intracoastal community. You can only rent once in a 24 month period. You cannot rent it the first year of ownership. Not recommended for investors. Cash only purchasers. The community has the most spectacular wide water views from the pool and rentable docks. This unit faces east (no water view), so you will enjoy beautiful sunrises. The beach entrance is approximately one block from the front doors. It needs renovations but has a location close to downtown Lake Worth and just 15 minutes to downtown West Palm Beach and the Palm Beach International Airport. The Royal Saxon community has had extensive restorative renovations to the concrete structure, boat docks, hallways, air conditioning systems, lobby and parking areas.","5004","","0.00","","ROYAL SAXON INC","","33480","1.00","Palm Beach","N","","M","161921.00","No","ROYAL SAXON INC APT 215","","FL","2840","2024","2815.95","1","6.00","","","249000.00","2.00","2150","CD","26.617981","-80.039505","784.00","Yes","Yes","L","2025-06-30","","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","","","","","N","Royal Saxon","Jared Dalto","The Palm Beach Group (276530474)","","",""
"RX-11033432","241","241","3170 S Ocean Boulevard S606","3","0","2025-06-30","2024-11-01","2399000.00","SW","","50434426080026060","","","2950.00","2950.00","","","1985","","","Yes","Complete","Complete","","This is an incredible opportunity to buy in one of Palm Beach's top buildings at a great price. This spacious 3 bedroom is over 3,000 sq ft with direct water views. This is a great value! Spectacular sunsets and water views from every room. Newly renovated primary suite with a luxurious spa like bathroom and all impact glass. This 3 bedroom lives like a house with a large gracious foyer, a large living room and dining room that is great for entertaining, laundry room, and storage room.  Light and bright corner unit with wrap around balcony. The Enclave is one of Palm Beach's top buildings with the best of everything. Gorgeous lobby's, magnificent pool, state of the art fitness center, clay tennis courts, beachside jacuzzi, 2 bedroom guest suite available for overflow guests. Pet friendly","5004","","2.00","","ENCLAVE OF PALM BEACH CONDO","","33480","3.00","Palm Beach","","","M","","No","THE ENCLAVE OF PALM BEACH CONDUNIT S-606","Y","FL","3170","2023","17922.80","3","7.00","","72.00","2499000.00","6.00","S606","CD","26.60536","-80.038288","4354.40","Yes","Yes","L","2025-06-30","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","Yes","","","","","","","","Y","The Enclave of Palm Beach","Paula Mikus","The Corcoran Group (404289)","","",""
"RX-11059009","146","146","3450 S Ocean Boulevard 812","1","1","2025-06-30","2025-02-04","499900.00","S","","50434435030008120","","","1008.00","1036.00","","","1971","2022","","","","Complete","","Penthouse views and Palm Beach luxury! Impact Sliders. All Milestone Inspections and Renovations Complete. Welcome to Unit 812 at The Patrician ? a rarely available top-floor 1-bedroom, 1.5-bath condo offering sweeping ocean and pool views. This light-filled residence features soaring ceilings, brand-new renovations throughout, and impact-rated sliding glass doors that open to your private balcony overlooking the Atlantic. Inside, enjoy an open-concept layout, a stylish kitchen, and a spacious primary suite with tranquil water views. Your covered parking space is just steps from the entrance. This oceanfront building offers direct beach access, a heated seaside pool, fitness center, and on-site management ? all just minutes from world-class dining, shopping, and iconic Worth Avenue. Parad","5004","","0.00","","The Patrician of Pam Beach","","33480","1.10","Palm Beach","","","M","","No","PATRICIAN OF PALM BEACH CONDO PARCEL 812","","FL","3450","2024","4195.00","1","8.00","211","","509900.00","8.00","812","CD","26.595602","-80.03747","1378.00","Yes","Yes","L","2025-07-01","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","","Yes","","","","","N","","Cheryl Lannon","Keller Williams Realty Of The Treasure Coast (800659)","","",""
"FX-10493707","104","104","173 Peruvian Avenue 5","1","1","2025-07-03","2025-03-21","2350000.00","S","","50434326190000050","","","1072.00","","","","1923","0","","","","","","Welcome to your own paradise retreat on Palm Beach Island! This charming and elegant property offers the perfect blend of luxury and convenience, with the best of Palm Beach at your doorstep. Ideally situated within walking distance to the iconic Worth Avenue and pristine beaches, this home invites you to indulge in the vibrant lifestyle of Palm Beach. This property boasts a beautifully appointed residence, featuring private outdoor living space, professionally designed living areas with high-end finishes and an abundance of natural light(IMPACT WINDOWS INSTALLED).Step outside and explore world-renowned shopping, art galleries and fine dining just a short stroll away. Or, take a bicycle ride to the beach and enjoy the sun, sand and sea at your leisure.","5002","","","","Peruvian Court","","33480","1.10","Palm Beach","","","M","","","PERUVIAN COURT COND UNIT 5","","FL","173","2024","21102.00","1","2.00","","","2350000.00","1.00","5","CD","26.701872","-80.036035","902.00","","No","L","2025-07-03","","","","","","","","","","","","","","","","","","","","","Peruvian Court Condo","Wade Gill","Universal Property Group Inc (UPGI)","","",""
"RX-11067607","126","126","310 Australian Avenue","5","2","2025-07-07","2025-03-03","12900000.00","N","","50434323050060221","","","3431.00","4657.00","","","2016","","","Yes","","Complete","","Beautifully maintained Mediterranean-style home built in 2016, featuring 4 bedrooms, 5 full baths, and 2 half baths. The primary suite offers two full bathrooms. Hurricane-impact windows throughout, a well-appointed kitchen, and multiple living spaces, including a living room, formal dining room, casual dining area, and office. The guest apartment above the two-car garage includes a separate living area, bedroom, and full bath. Ideally located in the heart of Palm Beach, just moments from Worth Avenue, world-class shopping, dining, and the beach.","5002","","2.00","","ROYAL PARK","","33480","5.20","Palm Beach","","","N","8276.00","Yes","ROYAL PARK ADD E 15 FT OF LT 22 & LTS 23 & 24 BLK 6","","FL","310","2024","142204.00","4","2.00","","","14250000.00","","","SF","26.703107","-80.039224","","No","No","L","2025-07-07","","","","","","","","","","","","","","","","Yes","","","","N","","Christopher Leavitt","Douglas Elliman (pb802465)","","",""
"RX-11019485","305","305","210 Wells Road","7","1","2025-07-08","2024-09-06","25500000.00","E","","50434314070000280","","","5467.00","6871.00","","","1993","","","Yes","","Complete","","Beautifully reimagined 6BR/7.1BA estate situated on the South Side of Wells Road. Stunning renovation completed in 2024. The front entry opens to the breathtaking and serene courtyard with beautiful landscaping, covered dining loggia, and swimming pool. Soaring 15' ceilings in most rooms. Charming stone path leads to the welcoming entry foyer with marble slab flooring. Formal dining room with built in buffet and China cabinets and gorgeous herringbone wood floors. Gourmet kitchen with top-of-the-line appliances including Blue Star 60'' range with French top, dual Miele dishwashers, and Sub Zero refrigerator, freezer, and refrigerator drawers. Leeds cabinets, custom hardware, and temperature-controlled wine display.","5001","","2.00","","ADAMS ADD LT 28","","33480","7.10","Palm Beach","","","N","19602.00","Yes","ADAMS ADD LT 28","","FL","210","2023","142037.00","6","2.00","","","26900000.00","","","SF","26.725274","-80.038499","","No","No","L","2025-07-08","","","","","","","","","","","","","","","","","","","Yes","N","","Christian Angle","Christian Angle Real Estate (800649)","","",""
"RX-11058472","156","156","100 Royal Palm Way D1","2","0","2025-07-09","2025-02-03","4695000.00","N","","50434323100000014","","","2107.00","2200.00","","","1969","","","","","Complete","","Unique opportunity to acquire a premier building garden condo located in the heart of Palm Beach. A spacious 2200 SF 2 bedroom / 2 bath residence with timeless well appointed details, marble floors, 9' ceilings, opening to a beautifully designed private outdoor garden space. One Royal Palm is a coveted boutique building with white glove services. The location is most convenient to the beach, world class shopping and fine dining. This truly lives like a home. Perfect for dog lovers or residences who prefer private outdoor space.","5002","","1.00","","ONE ROYAL PALM WAY CONDO","","33480","2.00","Palm Beach","","","M","","No","ONE ROYAL PALM WAY CONDOMINIUMUNIT D-1","","FL","100","2024","21589.00","2","6.00","","","5250000.00","1.00","D1","CD","26.7052","-80.033992","4720.57","No","No","L","2025-07-09","","Yes","Yes","Yes","","","","","","Yes","Yes","Yes","","","","","","","","N","","Michelle Newman","The Corcoran Group (404289)","","",""
"RX-11071775","117","117","2580 S Ocean Boulevard 1 C 2","3","0","2025-07-09","2025-03-14","2299000.00","NE","","50434423090010032","","","2434.00","2434.00","","","1979","","","","","Complete","","Amazing opportunity to purchase this pristine 3 bedroom/3 bath residence in one of Palm Beach's most sought after boutique oceanfront buildings. Inside this spacious floor plan you will find new impact glass doors which provide beautiful ocean views and access to a large wrap around balcony. This unit is ready for the new owners to make it their own and offered for a quick sale. The Stratford is a Luxury Building with Excellent Management & Services, 24/7 Doormen, 2 Garage Parking Spaces, Heated Pool & Hot Tub, Wide Sandy Beach with Ocean Access, Har-Tru Tennis Courts, Glass Enclosed Fitness Center & Social Room with Bar & Kitchen. Property being sold As Is","5004","","2.00","Yes","PALM BEACH STRATFORD CONDO","","33480","3.00","Palm Beach","","","M","","No","PALM BEACH STRATFORD COND UNIT R1C2","Y","FL","2580","2024","27354.70","3","6.00","21","42.00","2299000.00","2.00","1 C 2","CD","26.626647","-80.038149","3621.15","No","Yes","L","2025-07-09","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","","","","N","","Scott Gordon","Douglas Elliman (pb802465)","","",""
"RX-11077903","97","97","3390 S Ocean Boulevard 305","2","0","2025-07-09","2025-04-03","1495000.00","N","","50434435240003050","","","1714.00","1814.00","","","1982","","","Yes","","Complete","","Enjoy breathtaking Ocean and Intracoastal views from every room of this architecturally designed, contemporary 2BR/2BA residence. Beautifully renovated, it features a chef's kitchen with Alno cabinetry, quartz countertops, and premium European appliances. Spa-like baths, custom closets, and floor-to-ceiling hurricane sliders enhance the luxurious feel. Step onto the spacious terrace to take in stunning sunrises and sunsets. Located in a boutique, full-amenity building, enjoy a doorman, fitness center, saunas, a resort-style pool with grill area, and garage parking for two. Just steps from the beach and minutes from Five-Star Hotels, Palm Beach Tennis Center, Worth Avenue, and top dining and shopping.","5004","","2.00","","EMERAUDE CONDO","","33480","2.00","Palm Beach","","","M","","No","EMERAUDE COND UNIT 305","","FL","3390","2024","11237.80","2","5.00","27","","1650000.00","3.00","305","CD","26.599161","-80.037485","2087.00","Yes","Yes","L","2025-07-09","","Yes","","Yes","Yes","","","","","Yes","","Yes","","","","","","","","N","","Joan Messing","Douglas Elliman (pb802465)","","",""
"RX-11077870","97","97","2773 S Ocean Boulevard 407","2","0","2025-07-09","2025-04-03","900000.00","W","","50434423040004070","","","1457.00","1457.00","","","1973","","","","","Complete","","BEAUTIFUL WATER VIEWS FROM ALL ROOMS!!! Watch the sunset and the yachts pass from your private balcony or your living room. 2 bed 2 bath apartment at one of the premier newly reimagined intercostal buildings with a private beach! Feel like you are in ST Barths with its brand new 5 star resort pool directly on the water with unobstructed views everywhere!! New lobby, social room, paver parking lots and 360 views of new landscaping. Well appointed Gym and updated locker rooms. 2773 lives like a tropical resort. Move right in and enjoy this amazing apartment or make it your own. The possibilities are abundant. In unit full size washer/ dryer , across from the Four Season and Par 3 Golf on the ocean. Just a few minutes from shopping on Worth Ave. Seller is paying 55k of assessments!","5004","","0.00","","CARLYLE HOUSE CONDO","","33480","2.00","Palm Beach","","","M","","No","CARLYLE HOUSE COND UNIT 407","","FL","2773","2024","326.62","2","6.00","","","850000.00","4.00","407","CD","26.621195","-80.039538","2126.00","No","Yes","L","2025-07-09","","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","","","","","","","","","N","","Sharon Sweet","Sotheby's Intl. Realty, Inc. (988061)","","",""
"RX-10975383","459","459","100 Royal Palm Way F4","2","0","2025-07-04","2024-04-01","5995000.00","E","","50434323100000037","","","2123.00","2123.00","","","1969","","","","","Complete","","Rare Find... Situated in the heart of Town, you will avoid the traffic living here! Enjoy fabulous direct ocean views from this lovely, renovated 2 BD/2BA, featuring high ceilings, open floor plan, access to the North-East exposure oceanfront terrace from all rooms with ocean views, impact doors/windows, eat-in kitchen, in unit laundry, and lots of light...Just move in and enjoy living at Prestigious One Royal Palm Way, a boutique ,39 unit, full-service building with garage parking and pool. Situated in the heart of Palm Beach, just steps to the ocean, the Breakers, Worth Avenue, The Carriage House, La Goulue, Surfside Diner and the Rec Center, it doesn't get better than this!","5002","","1.00","","One Royal Palm Way Condo","","33480","2.00","Palm Beach","","","M","","No","One Royal Palm Way Condominiumunit F-4","","FL","100","2023","32229.00","2","6.00","39","","6995000.00","4.00","F4","CD","26.705203","-80.034004","4051.00","No","Yes","L","2025-07-11","","","Yes","Yes","Yes","","","","","","Yes","Yes","","","","","","","","N","","Linda Olsson","Linda R. Olsson, Inc. (988010)","","",""
"RX-11032662","255","255","2760 S Ocean Boulevard 213","1","0","2025-07-12","2024-10-30","499000.00","S","","50434423160002130","","","883.00","1003.00","","","1969","","","","Complete","","","PRICED TO SELL.  SELLER WILL CONSIDER ALL REASONABLE OFFERS.    Exquisitely renovated 1BR / 1BA designer-unit overlooking resort-style pool, lush gardens and the Intracoastal.  Move-in ready for summer now and investment opportunity later.    FURNISHINGS negotiable.  Floor-to-ceiling doors from each room lead to a private balcony with deeded beach access steps away.  Near golf, tennis, restaurants and Worth Avenue.  On-site management, fitness center, saunas, meeting room and more in this mid-century modern premier building.  Phase I Milestone Inspection passed with no Phase II needed. $60K assessment paid.","5004","","0.00","","REGENCY OF PALM BEACH INC","","33480","1.00","Palm Beach","","","M","147025.00","No","REGENCY OF PALM BEACH INC APT 213","","FL","2760","2024","4743.49","1","5.00","84","","599000.00","2.00","213","CD","26.622112","-80.039553","1276.95","No","Yes","L","2025-07-12","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","","","","","","","N","","Judith Willson","Linda A. Gary Real Estate (988054)","","",""
"FX-10481436","177","177","3546 S Ocean Boulevard 527","2","","2025-07-13","2025-01-17","849000.00","NE","","62434435120005270","","","1402.00","","","","1974","0","","Yes","Complete","","","Discover coastal living at its finest in this outstanding 2-bedroom, 2-bathroom condo at 3546 S Ocean Boulevard #527, South Palm Beach. Situated just one unit in from the ocean, this beautifully renovated home features elegant tile flooring throughout and a stunning kitchen with stainless steel appliances and stone countertops. Both bathrooms have been updated, offering a luxurious retreat. Hurricane-impact doors provide security and peace of mind, while the oversized balcony showcases breathtaking ocean views. The building offers a wealth of amenities, including a heated pool, fitness center, clubhouse, and private beach access. This condo is a perfect blend of style, comfort, and resort-style living!","5004","","1.00","","Barclay Condominium","","33480","2.00","Palm Beach","","Lake Worth","M","","","BARCLAY COND PAR 527","","FL","3546","2023","12751.00","2","9.00","208","","879000.00","5.00","527","CD","26.591089","-80.03809","1717.00","","Yes","L","2025-07-13","Yes","Yes","","","","","","","","Yes","","","","","","","","","","","","Joost Lanser","RE/MAX Direct (276646306)","","",""
"RX-11095939","191","42","433 Antigua Lane","6","2","2025-07-14","2025-06-02","21500000.00","S","","50434322220000020","","","5910.00","6197.00","","","2024","","","","","Complete","","Just Completed- Brand New! Superb rare location, master suite on main floor, three car garage, high end finishing and upgrades- a stunning home with rich landscaping and unique floor plan which makes the most of this oversized cul-de-sac lot on a beautiful in-town street- minutes to everything. Custom built with plank oak and marble flooring, high end appliances and finishes on a quiet location adjacent to waterfront mansions-access to garage via private alleyway. Bring your most demanding prospects. Vacant- by appointment only.","5002","","3.00","","POLAN SUB","","33480","6.20","Palm Beach","","","N","19064.00","Yes","POLAN SUBDIVISION LTS 2 & 2A","","FL","433","2024","109025.00","5","2.00","","","21500000.00","","","SF","26.709623","-80.042604","","No","No","L","2025-07-14","","","","","","","","","","","","","","","","","","","Yes","N","","William Yahn","The Corcoran Group (404289)","","",""
"FX-10503668","61","61","3601 S Ocean Boulevard 602","2","1","2025-07-14","2025-05-14","375000.00","","","62434435140066020","","","1404.00","","","","1984","0","","","","","","Ground floor, spacious, park at your front door and grill outside your screened lanai. Short walk to the beach to catch the sunrise and enjoy the beautiful sunsets on the private dock by the pool. So close to fine dining at Eau-Palm Beach and other restaurants. Newer Publix on the corner in Manalapan. 2022 Hurricane impact glass on all openings. 2020 SS appliances, W&D, A/C and water heater. Newer Wood-grain ceramic flooring throughout. Newly updated kitchen with Granite countertops, Thomasville island and subway brick backsplash. Master bath remodeled this year with water-proof wood floors. Master BR insulated wall. New roof. Buildings have been freshly painted and landscaped. Enjoy the tropical landscape and butterfly garden around your screened lanai. Lowest HOA fees in the area.","4110","","","","BARBICAN","","33480","2.10","Palm Beach","","","M","","","BARBICAN COND BLDG 600 UNIT 602","","FL","3601","2024","3151.00","2","2.00","","","379000.00","1.00","602","CD","26.587897","-80.039746","833.33","","Yes","L","2025-07-14","","","","","","","","","","","","","","","","","","","","","BARBICAN","Jorge Zea","Blue Lighthouse Realty, INC (277003099)","","",""
"RX-11097134","0","0","3170 S Ocean Boulevard S 305","3","0","2025-07-15","2025-06-06","3497000.00","E","","504344260800","","","2950.00","2950.00","","2025-06-18","1985","","","","","Complete","","","5004","","1.00","","ENCLAVE OF PALM BEACH CONDO","","33480","3.00","Palm Beach","","","M","","No","THE ENCLAVE OF PALM BEACH CONDO UNIT S-305","","FL","3170","2024","8594.00","3","7.00","","","3497000.00","3.00","305","CD","26.60536","-80.038288","4355.00","Yes","Yes","L","2025-07-15","Yes","","","","","","","Yes","","","Yes","Yes","","","","","","","","Y","","Horst Hohl","One Sotheby's International Re (801722)","","",""
"RX-11074178","117","117","139 Sunrise Avenue 4090","2","0","2025-07-16","2025-03-21","1595000.00","S","","50434314240004090","","","990.00","1100.00","","","1966","","","Yes","","Complete","","Outstanding opportunity to own highly sought after, top floor unit at Ocean Towers South. Rarely available and recently renovated with beautiful views and Southern exposure. Located in the center of Town, with private deeded beach, heated pool, men's and lady's changing rooms with individual lockers, exercise room, bicycle room, full time manager, 24 hour security. Close to world renowned shopping, restaurants and many houses of worship. Wonderful opportunity to own for individual use or as an investment. Washer and Dryer in unit","5002","","0.00","Yes","OCEAN TOWERS SOUTH CONDO","","33480","2.00","Palm Beach","","","M","0.00","No","OCEAN TOWERS SOUTH COND UNIT 409","","FL","139","2024","14718.60","2","4.00","42","42.00","1735000.00","4.00","4090","CD","26.720409","-80.036011","1795.98","No","No","L","2025-07-16","","Yes","Yes","","Yes","","","","","Yes","Yes","","","","","","","","","N","Ocean Towers","John Pangborn","The Corcoran Group (404289)","","",""
